word;vector
the;-0.09964541057862637;-0.11959766568282561;0.0417310611089815;0.04185910394965065;0.052557903323721136;-0.015461006205997002;-0.009217520456538852;0.0034665659196987616;-0.012191732242724332;0.07408771652314115;-0.008718677956149149;-0.036217323218753775;-0.011835786453826437;-0.08623701808828921;0.0407702857176506;-0.028688787545836522;0.08853103789934781;0.06950641270165943;0.06946583524598056;0.05001986708066678;-0.06015487575631368;0.07882206558351382;0.03141873623122921;-0.0022863066621023028;-0.0057749996421903906;-0.07119662360350328;-0.0852450897877427;0.07709358287885036;0.0847252675795434;-0.062101444310896245;0.032372776475551195;0.018542074456627203;-0.04614814691109699;-0.02254453258673478;0.04700287434574468;-0.03142072939063107;0.004305877212113406;0.049836504264147395;0.07490474602116194;0.0015816578637733137;-0.06942240666381212;0.025212726804278048;-0.0810807288536446;-0.11468437432046846;0.06414031657036345;0.046592648755154224;0.03232891623601577;0.09227034912386883;-0.06195471474228895;-0.003951256427851386;0.08060106119955643;0.040565527753022926;-0.005297006068248553;-0.01657915577328258;0.026326992001065683;-0.0544879418905246;0.0202718846042806;-0.024149745824569947;0.05491282244938643;-0.01721614058696837;-0.06006739761119444;-0.03361445842200005;0.014436391788144369;0.005055600617013687;0.06720351899338227;0.021671647640203948;0.035227160521477396;0.0075456598154503875;-0.04547731742445624;-0.0730997136167142;-0.0005077164674972129;0.0136258296198067;-0.026095715111022044;0.03307604086090835;0.11073410005398703;0.044988955502040684;-0.007500783384755472;0.03334485524450043;-0.037454709176521404;0.13546357810203752;0.07575434855896783;-0.021136183599196695;0.03741748712230205;0.11171443805289952;-0.02984556637710568;0.032919630327033524;-0.08365716476177983;-0.014939730417280769;0.025503611691582155;-0.0859173278081332;-0.09975398798970071;-0.02905936869527629;0.033866036530149767;-0.03211862416628969;-0.021360323003295913;-0.08218427689073812;-0.015968395672596055;-0.04331017146632884;-0.039540196658825515;0.04422449908958764;-0.15843036451365167;0.052260416031911096;-0.043097635198861825;0.015613160880999968;0.0014611729611318672;0.034834139912681805;0.1192688106771007;-0.061392803526172525;-0.11347485471458217;8.465635854924635e-05;-0.026338135495282838;0.027699848832423494;0.08111692040422697;0.015057395214046301;0.02222554504497426;0.03953910985544212;-0.05008307357499779;-0.06640776332320115;0.005699235206221161;0.023949660080159186;-0.08345805008253712;-0.09109163132055487;0.004484100490739513;-0.042424183804750375;0.1219595932100353;-0.01682082391469649;-0.013027594353580177;-0.01668419816720354;-0.0760515270556468;-0.03516090564734442;-0.05588064322188524;-0.005774158007044506;0.008807877103490127;0.06727973895522901;-0.020937240412855673;-0.015648929936924925;0.042959276817042806;0.10061726406795618;0.041875671884096737;-0.10715804089926984;-0.03814537847483347;-0.06750774225571654;0.05329466992129582;0.03338838510132124;0.07969366453504122;0.008729281959766973;-0.11012733618497121;0.011253422441926578;-0.046169406868477786;-0.02152906658620986;-0.06812051108578814;-0.02203723871480287;0.02254425635683217;0.16976516600643737;-0.019338055044137995;-0.025889581110713256;0.025496582404314003;0.12561666085329315;-0.0015255868103894081;0.043622540998910934;-0.07801787696310358;-0.016908652363547924;-0.012777218660800648;-0.021768036701858555;0.03572840119667669;-0.12300516789850556;-0.06338048532243062;0.03216466681091609;-0.00737411411790024;0.05605855143190379;-0.014425629552982936;-0.05228512498654213;-0.0647409664315014;0.053629073512056744;0.06194939710545554;0.08605288211506244;-0.01009346328309959;-0.03490014754705404;-0.021092363679531278;-0.023866427171908133;0.022031482422035873;0.01939812346361093;-0.04719543100810912;0.13656365881558452;-0.08809524432298864;-0.05484016864652713;-0.0019306431346662934;0.02378983094917402;-0.07660963523459116;-0.10330978769322409;0.06810161221680248;0.04982824175747784;-0.047693382320881744;0.04777365758049955;-0.012714225154707562;0.04261178911589407;0.06778451119677163;-0.015229667845226552;0.018025079463543356;-0.012680672459871143;0.08532015031316101;-0.04775970758560515;0.023389361881745424;-0.06570192940727423;0.05318160363823801;-0.11461174844371097;0.024302561665677277;0.09778007582862751;-0.014055675780499755;-0.0211556843945008;0.0708853473496311;-0.033792543214494125;-0.11935013260305806;0.07790027181443292;-0.03165124992358844;-0.03245206209663952;0.010461180486115735;-0.009890188708368556;0.02387051549393274;0.03227317989529402;-0.060469655976569864;0.033213354883714116;-0.03560630652800462;-0.10012513196071184;0.05961604800974;0.0340765208120327;-0.06822908066898921;-0.01537656243076957;-0.06508276266634053;-0.03682469661455041;-0.14401816153086572;-0.011077697456957457;0.044302822088751255;-0.0017838020433152647;-0.005359403150282477;0.01895854377408681;-0.033202029236457126;0.015157952798456178;0.018211873404386465;-0.04202473693844212;0.0390198273769589;-0.010391539895538185;-0.03378532078781507;0.05569858865734844;0.05943583865143205;-0.12781141515788066;0.04765656410723666;0.0769722100434848;0.05925193665260904;0.08884874219286794;-0.06748157676804213;0.05536954243631142;-0.09938059377044436;-0.07066558700168377;0.04043433927687673;-0.0034500831420293254;0.062453913103607636;-0.03455571725760061;0.030427943066916135;-0.029037200640766755;0.02128551700803241;-0.04924640693036948;-0.10254589659273713;0.10078775665800553;-0.0638145009884728;-0.0330677991976168;0.03855343510217507;-0.003720162265454475;0.039805033802013993;0.09667428533612968;-0.004525416981983112;0.00471472813147641;0.0573264824980072;0.015497255229754259;-0.04245221815038652;-0.09975810511339225;-0.09976153311761471;0.016073803922281738;0.02906219625901881;0.01828237258152831;-0.011153804810162012;0.01698807378383724;-0.004332033523161198;0.02747214305730398;0.0447985546975124;-0.06124682895788998;-0.05397140808627466;0.09093239364107397;0.0816114586310322;-0.04496712180314069;-0.02923807228568354;0.017158759136501615;-0.11141178170235289;-0.05339938762255101;0.011904866638242584;0.011842091908289113;0.12167652543496299;-0.015258999045373721;0.04409657843524965;0.007172292251825968
